repo_url,repo_name,chart_path,values_files,helm_command,error_source,error_kind,error_sub_kind,error_message,fix_resolved,fix_stop_reason
https://github.com/argoproj/argo-helm,argoproj/argo-helm,D:\helm_clones_artifacthub\argoproj__argo-helm\charts\argo-cd,,,dependency,dependency,missing_repository,Error: no repository definition for https://dandydeveloper.github.io/charts/. Please add the missing repos via 'helm repo add',,
https://github.com/prometheus-community/helm-charts,prometheus-community/helm-charts,D:\helm_clones_github\prometheus-community__helm-charts\charts\kube-prometheus-stack,,helm template test D:\helm_clones_github\prometheus-community__helm-charts\charts\kube-prometheus-stack,template,template,yaml_render,"Error: YAML parse error on kube-prometheus-stack/templates/prometheus-operator/admission-webhooks/job-patch/job-createSecret.yaml: error converting YAML to JSON: yaml: line 45: did not find expected key

Use --debug flag to render out invalid YAML
",false,unfixable_error_kind
https://github.com/prometheus-community/helm-charts,prometheus-community/helm-charts,D:\helm_clones_github\prometheus-community__helm-charts\charts\prometheus,,,dependency,dependency,missing_repository,"Error: no repository definition for https://prometheus-community.github.io/helm-charts, https://prometheus-community.github.io/helm-charts, https://prometheus-community.github.io/helm-charts, https://prometheus-community.github.io/helm-charts. Please add the missing repos via 'helm repo add'",,
https://github.com/bitnami/charts,bitnami/charts,D:\helm_clones_github\bitnami__charts\bitnami\common,,helm template test D:\helm_clones_github\bitnami__charts\bitnami\common,template,template,library_chart_not_installable,"Error: library charts are not installable
",false,unfixable_error_kind
https://github.com/kubernetes/dashboard,kubernetes/dashboard,D:\helm_clones_artifacthub\kubernetes__dashboard\charts\kubernetes-dashboard,,,dependency,dependency,missing_repository,"Error: no repository definition for https://kubernetes.github.io/ingress-nginx, https://charts.jetstack.io, https://kubernetes-sigs.github.io/metrics-server/, https://charts.konghq.com. Please add the missing repos via 'helm repo add'",,
https://github.com/grafana/helm-charts,grafana/helm-charts,D:\helm_clones_github\grafana__helm-charts\charts\enterprise-logs,,,dependency,dependency,missing_repository,"Error: no repository definition for https://grafana.github.io/helm-charts, https://charts.min.io/. Please add the missing repos via 'helm repo add'",,
https://github.com/goharbor/harbor,goharbor/harbor,D:\helm_clones_artifacthub\goharbor__harbor\src\pkg\chart\testdata\harbor-schema1,,,dependency,dependency,cache_index_missing,"Getting updates for unmanaged Helm repositories...
...Unable to get an update from the ""https://kubernetes-charts.storage.googleapis.com/"" chart repository:
	failed to fetch https://kubernetes-charts.storage.googleapis.com/index.yaml : 403 Forbidden
Error: no cached repository for helm-manager-1067d9c6027b8c3f27b49e40521d64be96ea412858d8e45064fa44afd3966ddc found. (try 'helm repo update'): open C:\Users\miabs\AppData\Local\Temp\helm\repository\helm-manager-1067d9c6027b8c3f27b49e40521d64be96ea412858d8e45064fa44afd3966ddc-index.yaml: O sistema não conseguiu localizar o ficheiro especificado.",,
https://github.com/aws/eks-charts,aws/eks-charts,D:\helm_clones_artifacthub\aws__eks-charts\stable\aws-load-balancer-controller,,helm template test D:\helm_clones_artifacthub\aws__eks-charts\stable\aws-load-balancer-controller,template,unknown,unclassified,"Error: execution error at (aws-load-balancer-controller/templates/deployment.yaml:67:28): Chart cannot be installed without a valid clusterName!

Use --debug flag to render out invalid YAML
",false,unfixable_error_kind
https://github.com/apache/airflow,apache/airflow,D:\helm_clones_artifacthub\apache__airflow\chart,,,dependency,dependency,missing_repository,Error: no repository definition for https://charts.bitnami.com/bitnami. Please add the missing repos via 'helm repo add',,
https://github.com/elastic/helm-charts,elastic/helm-charts,D:\helm_clones_artifacthub\elastic__helm-charts\metricbeat,,,dependency,dependency,missing_repository,Error: no repository definition for https://prometheus-community.github.io/helm-charts. Please add the missing repos via 'helm repo add',,
https://github.com/nextcloud/helm,nextcloud/helm,D:\helm_clones_artifacthub\nextcloud__helm\charts\nextcloud,,,dependency,dependency,missing_repository,Error: no repository definition for https://collaboraonline.github.io/online. Please add the missing repos via 'helm repo add',,
https://github.com/metallb/metallb,metallb/metallb,D:\helm_clones_artifacthub\metallb__metallb\charts\metallb,,,dependency,dependency,missing_repository,Error: no repository definition for https://metallb.github.io/frr-k8s. Please add the missing repos via 'helm repo add',,
https://github.com/rancher/rancher,rancher/rancher,D:\helm_clones_artifacthub\rancher__rancher\chart,,,dependency,unknown,unclassified,Error: cannot load Chart.yaml: error converting YAML to JSON: yaml: line 4: found character that cannot start any token,,
https://github.com/kyverno/kyverno,kyverno/kyverno,D:\helm_clones_artifacthub\kyverno__kyverno\charts\kyverno,,,dependency,dependency,missing_repository,"Error: no repository definition for https://kyverno.github.io/api, https://openreports.github.io/reports-api, https://kyverno.github.io/reports-server/. Please add the missing repos via 'helm repo add'",,
https://github.com/SonarSource/helm-chart-sonarqube,SonarSource/helm-chart-sonarqube,D:\helm_clones_artifacthub\SonarSource__helm-chart-sonarqube\charts\sonarqube,,,dependency,dependency,missing_repository,Error: no repository definition for https://kubernetes.github.io/ingress-nginx. Please add the missing repos via 'helm repo add',,
